7909b446  Craig  Linn 
f49b611e  Mengchi  Liu 
9b7670ee  Ling  Liu 
9b7670ee  Calton  Pu 
a9c53cfe  Jixue  Liu 
a9c53cfe  Millist  W.  Vincent 
a9c53cfe  Mukesh  K.  Mohania 
aa6a3ca7  Hong-Cheu  Liu 
aa6a3ca7  Jeffrey  Xu  Yu 
aa6a3ca7  Chaiyaporn  Chirathamjaree 
d177580d  Lamine  Abdat 
d177580d  Belhadri  Messabih 
83e47a5f  Shelton  Alexander 
83e47a5f  Paul  F.  Uhlir 
5dccfe00  Marcella  Attimonelli 
5dccfe00  D.  Calo 
5dccfe00  A.  Depascali 
5dccfe00  M.  Porzio 
5dccfe00  F.  Tanzariello 
5dccfe00  M.  Vitale 
5dccfe00  Cecilia  Saccone 
ccd10764  Adnan  Badran 
457ca34b  Lois  D.  Blaine 
2f621b6f  Michael  A.  Chinnery 
056c450b  Jacques-Emile  Dubois 
056c450b  Belhadri  Messabih 
026ed1fc  Jacques  Ducloy 
026ed1fc  Jean-Charles  Lamirel 
026ed1fc  Emmanuel  Nauer 
51b264bf  Ekkehard  Fluck 
51b264bf  Henry  V.  Kehiaian 
ef8e428a  Abdoulaye  Gaye 
8c679ed7  Nahum  D.  Gershon 
8c679ed7  William  Ruh 
8c679ed7  Brian  Dickens 
8c679ed7  Joshua  LeVasseur 
212a7f17  André  Heck 
65f96d09  Eberhard  R.  Hilf 
65f96d09  Bernd  Diekmann 
65f96d09  Heinrich  Stamerjohanns 
65f96d09  Jacob  Curdes 
bcd103bb  Katsuhisa  Horimoto 
bcd103bb  Kunio  Oshima 
bcd103bb  Akira  Tsugita 
bcd103bb  Jinya  Otsuka 
2638ee4f  Arild  Jansen 
2638ee4f  Pål  Sørgaard 
869c1162  Frank  Kappe 
9ba57ed2  Barbara  E.  Kirsop 
9ba57ed2  Andy  Edwards 
9ba57ed2  Sidnei  Souza 
c6df3082  Ashok  S.  Kolaskar 
c6df3082  Prashant  S.  Naik 
72ec338b  Michael  J.  Kurtz 
72ec338b  Günther  Eichhorn 
72ec338b  Stephen  S.  Murray 
72ec338b  Carolyn  Stern-Grant 
72ec338b  Alberto  Accomazzi 
302c9516  M.  L.  Harrie  Lalieu 
6e3e67d0  Lunjiang  Ling 
6e3e67d0  Junko  Shimura 
6e3e67d0  Hideaki  Sugawara 
6e3e67d0  Akira  Tsugita 
8526d678  Valdiodio  Ndiaye 
21bf0632  Richard  J.  Olson 
21bf0632  Robert  S.  Turner 
21bf0632  Charles  T.  Garten  Jr. 
70efb3f4  Bartolomé  Orfila 
f1913e83  George  Papapavlou 
33c31fdc  Jean-Charles  Profizi 
acdc4d58  Pierre-Guillaume  Raverdy 
acdc4d58  Phillipe  Darche 
acdc4d58  Bertil  Folliot 
a9af09d5  Steve  F.  Rossouw 
dd9a4ba9  Akira  Tsugita 
36777c05  Joel  Winstead 
36777c05  Nahum  D.  Gershon 
d0aa6832  Zhihong  Xu 
c1ce5d06  Zhihong  Xu 
d0707a2f  Fionn  Murtagh 
d1e88a5c  Guy  Gogniat 
d1e88a5c  Michel  Auguin 
d1e88a5c  Luc  Bianco 
d1e88a5c  Alain  Pegatoquet 
df91fa46  Brian  Grattan 
df91fa46  Greg  Stitt 
df91fa46  Frank  Vahid 
1b60c5e1  Peter  Green 
1b60c5e1  Paul  Rushton 
1b60c5e1  Ronnie  Beggs 
e9ed50ab  Eike  Grimpe 
e9ed50ab  Frank  Oppenheimer 
64f6f159  Peter  Grun 
64f6f159  Florin  Balasa 
64f6f159  Nikil  D.  Dutt 
e612de61  Michael  Gschwind 
68021616  R.  K.  Gupta 
2d76f0aa  T.  Vinod  Kumar  Gupta 
2d76f0aa  Roberto  E.  Ko 
2d76f0aa  Rajeev  Barua 
a2b49036  Rajesh  K.  Gupta 
a2b49036  Giovanni  De  Micheli 
ac557074  Andreas  Hagen 
ac557074  Daniel  A.  Connors 
ac557074  Bryan  L.  Pellom 
b3a89fdc  Jiwon  Hahn 
b3a89fdc  Qiang  Xie 
b3a89fdc  Pai  H.  Chou 
dbf3b31e  Gwenolé  Corre 
dbf3b31e  Eric  Senn 
dbf3b31e  Pierre  Bomel 
dbf3b31e  Nathalie  Julien 
dbf3b31e  Eric  Martin 
9968c6f2  Andrea  Acquaviva 
9968c6f2  Luca  Benini 
9968c6f2  Bruno  Riccò 
499bde0f  Roberto  Costa 
499bde0f  Erven  Rohou 
9db82f47  Cagdas  Akturan 
9db82f47  Margarida  F.  Jacome 
06cb11cf  Vincenza  Carchiolo 
06cb11cf  Michele  Malgeri 
06cb11cf  Giuseppe  Mangioni 
c9ad6b81  Xiaobo  Sharon  Hu 
c9ad6b81  Gang  Quan 
9dafcd0e  Jones  Albuquerque 
9dafcd0e  Claudionor  José  Nunes  Coelho  Jr. 
9dafcd0e  Carlos  Frederico  Cavalcanti 
9dafcd0e  Diógenes  Cecilio  da  Silva  Jr. 
9dafcd0e  Antônio  Otávio  Fernandes 
e39bcabb  Philippe  Coste 
e39bcabb  F.  Hessel 
e39bcabb  P.  LeMarrec 
e39bcabb  Zoltan  Sugar 
e39bcabb  M.  Romdhani 
e39bcabb  Rodolph  Suescun 
e39bcabb  Nacer-Eddine  Zergainoh 
e39bcabb  Ahmed  Amine  Jerraya 
674809e0  Alberto  Allara 
674809e0  S.  Filipponi 
674809e0  Fabio  Salice 
674809e0  William  Fornaciari 
674809e0  Donatella  Sciuto 
0e64069c  Susan  Cotterell 
0e64069c  Frank  Vahid 
0e64069c  Walid  A.  Najjar 
0e64069c  Harry  Hsieh 
b9f8d577  José  M.  Álvarez 
b9f8d577  Manuel  Díaz 
b9f8d577  Luis  Llopis 
b9f8d577  Ernesto  Pimentel 
b9f8d577  José  M.  Troya 
8729c74a  Andrea  Cuomo 
844c8cfb  R.  Anand 
844c8cfb  Margarida  F.  Jacome 
844c8cfb  Gustavo  de  Veciana 
468f2efd  Raul  Camposano 
468f2efd  Mark  Underseth 
468f2efd  Faraydon  Karim 
29b9d6be  Jian  Li 
29b9d6be  Rajesh  K.  Gupta 
e51a83c0  Stefano  Antoniazzi 
e51a83c0  Alessandro  Balboni 
e51a83c0  William  Fornaciari 
e51a83c0  Donatella  Sciuto 
37e619dd  Joseph  G.  D'Ambrosio 
37e619dd  Xiaobo  Sharon  Hu 
e73e2045  Marnix  Arnold 
e73e2045  Henk  Corporaal 
edfd9120  Koen  Danckaert 
edfd9120  Francky  Catthoor 
edfd9120  Hugo  De  Man 
cd648a6f  Marnix  Arnold 
cd648a6f  Henk  Corporaal 
365ff264  Ali  Dasdan 
f329f0a9  Divya  Arora 
f329f0a9  Anand  Raghunathan 
f329f0a9  Srivaths  Ravi 
f329f0a9  Niraj  K.  Jha 
46f3435a  Jean-Marc  Daveau 
46f3435a  Gilberto  Fernandes  Marchioro 
46f3435a  Ahmed  Amine  Jerraya 
a21620f2  Giuseppe  Ascia 
a21620f2  Vincenzo  Catania 
a21620f2  Maurizio  Palesi 
5f18f625  Matthias  Deegener 
5f18f625  Sorin  A.  Huss 
146bf962  Giuseppe  Ascia 
146bf962  Vincenzo  Catania 
146bf962  Maurizio  Palesi 
9e85dd4a  Dirk  Desmet 
9e85dd4a  Michiel  Esvelt 
9e85dd4a  Prabhat  Avasare 
9e85dd4a  Diederik  Verkest 
9e85dd4a  Hugo  De  Man 
34b35aca  Kubilay  Atasu 
34b35aca  Günhan  Dündar 
34b35aca  Can  C.  Özturan 
9ca37163  Luca  P.  Carloni 
9ca37163  Alberto  L.  Sangiovanni-Vincentelli 
379e61df  James  Lin 
f1c5329f  Michel  Auguin 
f1c5329f  Mohamed  Belhadj 
f1c5329f  Judith  Benzakki 
f1c5329f  C.  Carrière 
f1c5329f  Guy  Durrieu 
f1c5329f  Thierry  Gautier 
f1c5329f  Michel  Israël 
f1c5329f  Paul  Le  Guernic 
f1c5329f  Michel  Lemaître 
f1c5329f  E.  Martin 
f1c5329f  P.  Quinton 
f1c5329f  Laurence  Rideau 
f1c5329f  François  Rousseau 
f1c5329f  Olivier  Sentieys 
d4023db8  Nagu  R.  Dhanwada 
d4023db8  Ing-Chao  Lin 
d4023db8  Vijaykrishnan  Narayanan 
293cc6f3  Michel  Auguin 
293cc6f3  Fernand  Boéri 
293cc6f3  C.  Carrière 
9fd40d3d  Robert  P.  Dick 
9fd40d3d  David  L.  Rhodes 
9fd40d3d  Wayne  Wolf 
e62f5175  Jakob  Axelsson 
1f49fd62  Adam  Donlin 
0c10a910  Abdenour  Azzedine 
0c10a910  Jean-Philippe  Diguet 
0c10a910  Jean-Luc  Pillippe 
23683638  Nik  Dutt 
23683638  Janos  Sztipanovits 
23683638  Masaki  Hirata 
d4e86653  Felice  Balarin 
7ff04132  Basant  Kumar  Dwivedi 
7ff04132  Jan  Hoogerbrugge 
7ff04132  Paul  Stravers 
7ff04132  M.  Balakrishnan 
bef3f187  Felice  Balarin 
47b476ec  Olivier  Caron 
47b476ec  Vincent  Cordonnier 
47b476ec  Philippe  Durif 
47b476ec  Georges  Grimonprez 
31db41a5  Hyunok  Oh 
31db41a5  Soonhoi  Ha 
5e5b8763  Felice  Balarin 
5e5b8763  Massimiliano  Chiodo 
5e5b8763  Attila  Jurecska 
5e5b8763  Luciano  Lavagno 
5e5b8763  Bassam  Tabbara 
5e5b8763  Alberto  L.  Sangiovanni-Vincentelli 
a60f8981  Guangyu  Chen 
a60f8981  Narayanan  Vijaykrishnan 
a60f8981  Mahmut  T.  Kandemir 
a60f8981  Mary  Jane  Irwin 
a60f8981  Mario  Wolczko 
e3412fc8  Hyunok  Oh 
e3412fc8  Soonhoi  Ha 
233eae0a  Felice  Balarin 
233eae0a  Luciano  Lavagno 
233eae0a  Claudio  Passerone 
233eae0a  Alberto  L.  Sangiovanni-Vincentelli 
233eae0a  Yosinori  Watanabe 
233eae0a  Guang  Yang 
59aeb83a  Basant  Kumar  Dwivedi 
59aeb83a  Anshul  Kumar 
59aeb83a  M.  Balakrishnan 
62debe92  Alessandro  Balboni 
62debe92  William  Fornaciari 
62debe92  Donatella  Sciuto 
ad71c79a  Tommy  King-Yin  Cheung 
ad71c79a  Graham  R.  Hellestrand 
ad71c79a  Prasert  Kanthamanon 
e11bcd42  Feng-Shi  Su 
e11bcd42  Pao-Ann  Hsiung 
e574333b  Massimo  Baleani 
e574333b  Frank  Gennari 
e574333b  Yunjian  Jiang 
e574333b  Yatish  Patel 
e574333b  Robert  K.  Brayton 
e574333b  Alberto  L.  Sangiovanni-Vincentelli 
6cb458e7  Martyn  Edwards 
6f1243d2  Neal  K.  Bambha 
6f1243d2  Shuvra  S.  Bhattacharyya 
6f1243d2  Jürgen  Teich 
6f1243d2  Eckart  Zitzler 
9336e23c  Stephen  A.  Edwards 
21c26c31  Jwahar  R.  Bammi 
21c26c31  Wido  Kruijtzer 
21c26c31  Luciano  Lavagno 
21c26c31  Edwin  A.  Harcourt 
21c26c31  Mihai  T.  Lazarescu 
56ff2a36  Michael  Eisenring 
56ff2a36  Jürgen  Teich 
3d0852de  Rajeshwari  Banakar 
3d0852de  Stefan  Steinke 
3d0852de  Bo-Sik  Lee 
3d0852de  M.  Balakrishnan 
3d0852de  Peter  Marwedel 
9a01258c  Petru  Eles 
9a01258c  Zebo  Peng 
9a01258c  Alexa  Doboli 
0dcae3f2  Sudarshan  Banerjee 
0dcae3f2  Nikil  D.  Dutt 
8600c199  Frank  A.  Engel 
8600c199  Johannes  Nührenberg 
8600c199  Gerhard  Fettweis 
514815e4  Edna  Barros 
514815e4  Augusto  Sampaio 
79aaf075  Cagkan  Erbas 
79aaf075  Selin  C.  Erbas 
79aaf075  Andy  D.  Pimentel 
35032556  I.  D.  Bates 
35032556  E.  Graeme  Chester 
35032556  D.  J.  Kinniment 
933bea3e  João  M.  Fernandes 
933bea3e  Ricardo  Jorge  Machado 
933bea3e  Henrique  D.  Santos 
18a6b7e0  Tomás  Bautista 
18a6b7e0  Antonio  Núñez 
5fd1b358  Alessandro  Fin 
5fd1b358  Franco  Fummi 
5fd1b358  Maurizio  Martignano 
5fd1b358  Mirko  Signoretto 
953800b8  Thomas  Benner 
953800b8  Rolf  Ernst 
7e681a96  Mojy  C.  Chian 
36c97d45  Zhao  Wu 
36c97d45  Wayne  Wolf 
47641e33  Reinaldo  A.  Bergamaschi 
47641e33  Grant  Martin 
0a8dbca7  Massimiliano  Chiodo 
5820edc0  Pan  Yu 
5820edc0  Tulika  Mitra 
9d725b30  Reinaldo  A.  Bergamaschi 
9d725b30  Grant  Martin 
9d725b30  Wayne  Wolf 
9d725b30  Rolf  Ernst 
9d725b30  Kees  A.  Vissers 
9d725b30  Jack  Kouloheris 
0b74ae5f  Pai  H.  Chou 
0b74ae5f  Gaetano  Borriello 
b95fc253  Nam  Sung  Woo 
ecf1d037  Reinaldo  A.  Bergamaschi 
ecf1d037  Youngsoo  Shin 
ecf1d037  Nagu  R.  Dhanwada 
ecf1d037  Subhrajit  Bhattacharya 
ecf1d037  William  E.  Dougherty 
ecf1d037  Indira  Nair 
ecf1d037  John  A.  Darringer 
ecf1d037  Sarala  Paliwal 
5fe1ddb9  Franz  Fischer 
5fe1ddb9  Annette  Muth 
5fe1ddb9  Georg  Färber 
381973cb  Luc  Bianco 
381973cb  Michel  Auguin 
381973cb  Guy  Gogniat 
381973cb  Alain  Pegatoquet 
7c730e07  Josef  Fleischmann 
7c730e07  Klaus  Buchenrieder 
7c730e07  Rainer  Kress 
b7f7f821  Dag  Björklund 
b7f7f821  Johan  Lilius 
b5d7a77a  Pai  H.  Chou 
b5d7a77a  Gaetano  Borriello 
f06ab89f  Kyung-Ho  Kim 
3d3a1fc7  Peter  Bjørn-Jørgensen 
3d3a1fc7  Jan  Madsen 
2f6e7f14  Luca  Formaggio 
2f6e7f14  Franco  Fummi 
2f6e7f14  Graziano  Pravadelli 
e0b760c2  Per  Bjuréus 
e0b760c2  Mikael  Millberg 
e0b760c2  Axel  Jantsch 
6bf31d35  William  Fornaciari 
6bf31d35  M.  Polentarutti 
6bf31d35  Donatella  Sciuto 
6bf31d35  Cristina  Silvano 
4114cac1  Jens  P.  Brage 
4114cac1  Jan  Madsen 
9c4bf6e7  François  Clouté 
9c4bf6e7  Jean-Noël  Contensou 
9c4bf6e7  Daniel  Esteve 
9c4bf6e7  Pascal  Pampagnin 
9c4bf6e7  Philippe  Pons 
9c4bf6e7  Yves  Favard 
7323a11f  Tao  Xu 
7323a11f  Krishnendu  Chakrabarty 
30f0a861  Carlo  Brandolese 
30f0a861  William  Fornaciari 
30f0a861  Fabio  Salice 
30f0a861  Donatella  Sciuto 
6b5ecd93  Johan  Cockx 
e0a28d63  Dong-Ik  Ko 
e0a28d63  Shuvra  S.  Bhattacharyya 
1e3076a2  Carlo  Brandolese 
1e3076a2  William  Fornaciari 
1e3076a2  Fabio  Salice 
1e3076a2  Donatella  Sciuto 
161ab3a8  William  Fornaciari 
161ab3a8  Fabio  Salice 
161ab3a8  Umberto  Bondi 
161ab3a8  Edi  Magini 
fa4516e7  Ansgar  Bredenfeld 
fa559fed  William  Fornaciari 
fa559fed  Fabio  Salice 
fa559fed  Daniele  Paolo  Scarpazza 
80bb7225  Oliver  Bringmann 
80bb7225  Wolfgang  Rosenstiel 
80bb7225  Axel  Siebenborn 
488fa323  William  Fornaciari 
488fa323  Donatella  Sciuto 
488fa323  Cristina  Silvano 
2d24ffe6  Jean-Yves  Brunel 
2d24ffe6  Erwin  A.  de  Kock 
2d24ffe6  W.  M.  Kruijtzer 
2d24ffe6  H.  J.  H.  N.  Kenter 
2d24ffe6  W.  J.  M.  Smits 
29ca8ded  William  Fornaciari 
29ca8ded  Donatella  Sciuto 
29ca8ded  Cristina  Silvano 
29ca8ded  Vittorio  Zaccaria 
bc3cd17d  Joseph  T.  Buck 
9a49ec04  Björn  Franke 
9a49ec04  Michael  F.  P.  O'Boyle 
fbd87ef2  Joseph  Buck 
fbd87ef2  Radha  Vaidyanathan 
5591f5df  Laurent  Freund 
5591f5df  Denis  Dupont 
5591f5df  Michel  Israël 
5591f5df  Frédéric  Rousseau 
e2e7f4d4  Doug  Burger 
1219a65a  Catherine  H.  Gebotys 
f302c24e  Lukai  Cai 
f302c24e  Daniel  Gajski 
dffa818a  Catherine  H.  Gebotys 
dffa818a  Y.  Zhang 
26640706  Jean  Paul  Calvez 
26640706  Dominique  Heller 
26640706  Olivier  Pasquier 
cc11fc85  Mark  Genoe 
cc11fc85  Christopher  K.  Lennard 
cc11fc85  Joachim  Kunkel 
cc11fc85  Brian  Bailey 
cc11fc85  Gjalt  G.  de  Jong 
cc11fc85  Grant  Martin 
cc11fc85  M.  M.  Kamal  Hashmi 
cc11fc85  Shay  Ben-Chorin 
cc11fc85  Anssi  Haverinen 
5016f1ee  J.  P.  Calvez 
5016f1ee  D.  Isidoro 
bf7acd41  Robert  S.  Germain 
bf7acd41  Blake  G.  Fitch 
bf7acd41  Aleksandr  Rayshubskiy 
bf7acd41  Maria  Eleftheriou 
bf7acd41  Michael  Pitman 
bf7acd41  Frank  Suits 
bf7acd41  Mark  Giampapa 
bf7acd41  T.  J.  Christopher  Ward 
28233fc9  Jean  Paul  Calvez 
28233fc9  Olivier  Pasquier 
28233fc9  J.  Peckol 
199f083a  Carlos  Carreras 
199f083a  Juan  Carlos  López 
199f083a  María  Luisa  López 
199f083a  Luis  Sánchez 
199f083a  Carlos  Delgado  Kloos 
199f083a  Natividad  Martínez  Madrid 
5e3b8556  R.  Gerndt 
92a1ba8e  Giuseppe  Del  Castillo 
92a1ba8e  Wolfram  Hardt 
a7000af8  Claudionor  José  Nunes  Coelho  Jr. 
a7000af8  Jerry  Chih-Yuan  Yang 
a7000af8  Vincent  John  Mooney  III 
a7000af8  Giovanni  De  Micheli 
a9d4066c  Krishnendu  Chakrabarty 
a9d4066c  Fei  Su 
a6954051  Reinhard  Gerndt 
a6954051  Rolf  Ernst 
27f68136  François  Charot 
27f68136  Vincent  Messé 
98f92332  Jason  Cong 
98f92332  Yiping  Fan 
98f92332  Guoling  Han 
98f92332  Xun  Yang 
98f92332  Zhiru  Zhang 
2004b19c  André  Chátelain 
2004b19c  Yves  Mathys 
2004b19c  Giovanni  Placido 
2004b19c  Alberto  La  Rosa 
2004b19c  Luciano  Lavagno 
79eb5936  Tony  Givargis 
79eb5936  Frank  Vahid 
162d818a  Karam  S.  Chatha 
162d818a  Ranga  Vemuri 
3207ae27  Thomas  Gleerup 
3207ae27  Hans  Holten-Lund 
3207ae27  Jan  Madsen 
3207ae27  Steen  Pedersen 
3de243c4  Karam  S.  Chatha 
3de243c4  Ranga  Vemuri 
3e6eb548  C.  John  Glossner 
3e6eb548  Mayan  Moudgill 
3e6eb548  Daniel  Iancu 
3e6eb548  Gary  Nacer 
3e6eb548  Sanjay  Jinturkar 
3e6eb548  Stuart  Stanley 
3e6eb548  Michael  Samori 
3e6eb548  Tanuj  Raja 
3e6eb548  Michael  J.  Schulte 
3e6eb548  Stamatis  Vassiliadis 
502b171e  Guangyu  Chen 
502b171e  Mahmut  T.  Kandemir 
502b171e  Narayanan  Vijaykrishnan 
502b171e  Mary  Jane  Irwin 
502b171e  Wayne  Wolf 
c2629d2c  Guy  Gogniat 
c2629d2c  Michel  Auguin 
c2629d2c  Cécile  Belleudy 
856e65e8  Guilin  Chen 
856e65e8  Mahmut  T.  Kandemir 
856e65e8  Narayanan  Vijaykrishnan 
856e65e8  Anand  Sivasubramaniam 
856e65e8  Mary  Jane  Irwin 
4fbbd11e  Olivier  Hébert 
4fbbd11e  Ivan  C.  Kraljic 
4fbbd11e  Yvon  Savaria 
1522ba60  Zhengting  He 
1522ba60  Aloysius  K.  Mok 
aee113e4  Thierry  Grandpierre 
aee113e4  Christophe  Lavarenne 
aee113e4  Yves  Sorel 
1fe791bf  Andreas  Hansson 
1fe791bf  Kees  Goossens 
1fe791bf  Andrei  Radulescu 
3cf53358  Wolfram  Hardt 
3cf53358  Wolfgang  Rosenstiel 
e2f51d52  Reiner  W.  Hartenstein 
e2f51d52  Jürgen  Becker 
2f64958e  Reiner  W.  Hartenstein 
2f64958e  Jürgen  Becker 
2f64958e  Rainer  Kress 
332fafbd  Dimitris  Lioupis 
332fafbd  Apostolos  Papagiannis 
332fafbd  Dionysia  Psihogiou 
276ac0ee  Ananth  Hegde 
276ac0ee  Narayanan  Vijaykrishnan 
276ac0ee  Mahmut  T.  Kandemir 
276ac0ee  Mary  Jane  Irwin 
1fd4f122  Jinfeng  Liu 
1fd4f122  Pai  H.  Chou 
1fd4f122  Nader  Bagherzadeh 
1579420f  Jörg  Henkel 
1579420f  Rolf  Ernst 
467bb923  Jinfeng  Liu 
467bb923  Pai  H.  Chou 
467bb923  Nader  Bagherzadeh 
467bb923  Fadi  J.  Kurdahi 
b721e2e9  Jörg  Henkel 
b721e2e9  Yanbing  Li 
faca928c  Wei  Ming  Lim 
faca928c  Mohammed  Benaissa 
abe3bc51  Chenjie  Yu 
abe3bc51  Peter  Petrov 
9acd6264  Tomas  Henriksson 
9acd6264  Jeffrey  Kang 
9acd6264  Pieter  van  der  Wolf 
7d05aed7  Jie  Liu 
7d05aed7  Marcello  Lajolo 
7d05aed7  Alberto  L.  Sangiovanni-Vincentelli 
aea889ae  Dirk  Herrmann 
aea889ae  Jörg  Henkel 
aea889ae  Rolf  Ernst 
bb70b26c  Rafael  Peset  Llopis 
bb70b26c  Ramanathan  Sethuraman 
bb70b26c  Carlos  A.  Alba  Pinto 
bb70b26c  Harm  Peters 
bb70b26c  Steffen  Maul 
bb70b26c  Marcel  Oosterhuis 
dcde435b  Ken  Hines 
dcde435b  Gaetano  Borriello 
c6f52dde  Yung-Hsiang  Lu 
c6f52dde  Luca  Benini 
c6f52dde  Giovanni  De  Micheli 
a5384223  Flemming  Høeg 
a5384223  Niels  Mellergaard 
a5384223  Jørgen  Staunstrup 
783786ac  Yung-Hsiang  Lu 
783786ac  Tajana  Simunic 
783786ac  Giovanni  De  Micheli 
35aef273  H.  Peter  Hofstee 
35aef273  Michael  N.  Day 
21d84307  Paul  Lieverse 
21d84307  Pieter  van  der  Wolf 
21d84307  Ed  F.  Deprettere 
ed2a1e2b  Pengyuan  Yu 
ed2a1e2b  Patrick  Schaumont 
e725cda2  Thomas  Hollstein 
e725cda2  Jürgen  Becker 
e725cda2  Andreas  Kirschbaum 
e725cda2  Manfred  Glesner 
21abd586  Wayne  Luk 
21abd586  Teddy  Wu 
b088c2d6  Denis  Hommais 
b088c2d6  Frédéric  Pétrot 
b088c2d6  Ivan  Augé 
582b5804  Roman  L.  Lysecky 
582b5804  Frank  Vahid 
4130a8ab  Shinya  Honda 
4130a8ab  Takayuki  Wakabayashi 
4130a8ab  Hiroyuki  Tomiyama 
4130a8ab  Hiroaki  Takada 
996bb638  Jan  Madsen 
996bb638  Peter  Bjørn-Jørgensen 
d3323c39  Junwei  Hou 
d3323c39  Wayne  Wolf 
0215e802  Mahesh  Mamidipaka 
0215e802  Kamal  S.  Khouri 
0215e802  Nikil  D.  Dutt 
0215e802  Magdy  S.  Abadir 
d83a24b6  Harry  Hsieh 
d83a24b6  Alberto  L.  Sangiovanni-Vincentelli 
886be8a8  Paul  Marchal 
886be8a8  José  Ignacio  Gómez 
886be8a8  Francky  Catthoor 
29934e1f  Pao-Ann  Hsiung 
de9a37be  Grant  Martin 
de9a37be  Daniel  Gajski 
de9a37be  David  Goodwin 
de9a37be  Patrick  Lysaght 
de9a37be  Peter  Marwedel 
de9a37be  Mike  Muller 
de9a37be  Jeff  Welser 
f58ea3a6  Pao-Ann  Hsiung 
60d4208b  Grant  Martin 
60d4208b  Luciano  Lavagno 
60d4208b  Jean  Louis-Guerin 
5dfe17bc  Pao-Ann  Hsiung 
5dfe17bc  Cheng-Yi  Lin 
311aeea6  Peter  Marwedel 
311aeea6  Catherine  H.  Gebotys 
802bc916  Hiroaki  Inoue 
802bc916  Akihisa  Ikeno 
802bc916  Masaki  Kondo 
802bc916  Junji  Sakai 
802bc916  Masato  Edahiro 
4d00e142  Peter  Marwedel 
4d00e142  Daniel  Gajski 
4d00e142  Erwin  A.  de  Kock 
4d00e142  Hugo  De  Man 
4d00e142  Mariagiovanna  Sami 
4d00e142  Ingemar  Söderquist 
f5bd61c5  Tarek  Ben  Ismail 
